FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,Veg,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
3941,4118,2019-06-27 03:00:00,-121.880232,38.094799,0,0,0,0,SIMP02,17,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20485,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20485,0.88636899,0.358700991,428.171389,3586.556683
3942,4232,2019-07-04 13:00:00,-121.879949,38.094249,0,0,0,0,SIMP02,13,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20485,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20485,0.88636899,0.358700991,428.171389,3586.556683
3943,4233,2019-07-04 14:03:00,-121.879999,38.094149,0,0,0,0,SIMP02,30,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20485,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20485,0.88636899,0.358700991,428.171389,3586.556683
3944,4248,2019-07-05 13:00:00,-121.879966,38.094233,0,0,0,0,SIMP02,14,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20485,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20485,0.88636899,0.358700991,428.171389,3586.556683
3945,4059,2019-06-23 13:00:00,-121.880466,38.091299,0,0,0,0,SIMP02,15,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20490,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20490,8.238750458,3.334110022,3464.450816,33336.82856
3946,4104,2019-06-26 13:00:00,-121.879682,38.092866,0,0,0,0,SIMP02,15,0,0,0,0,0,4070,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20490,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20490,8.238750458,3.334110022,3464.450816,33336.82856
3947,4328,2019-07-10 13:00:00,-121.879482,38.093299,0,0,0,0,SIMP02,17,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20490,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20490,8.238750458,3.334110022,3464.450816,33336.82856
3948,4329,2019-07-10 14:00:00,-121.879799,38.093166,0,0,0,0,SIMP02,23,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20490,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20490,8.238750458,3.334110022,3464.450816,33336.82856
3949,4440,2019-07-17 13:00:00,-121.879299,38.091983,0,0,0,0,SIMP02,15,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20490,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20490,8.238750458,3.334110022,3464.450816,33336.82856
3950,4408,2019-07-15 13:00:00,-121.879099,38.096266,0,0,0,0,SIMP02,18,0,0,0,0,0,4070,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20523,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,<2%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA20523,1.259459972,0.509684026,412.8217194,5096.205987
3951,4037,2019-06-21 23:00:00,-121.880166,38.089099,0,0,0,0,SIMP02,28,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20561,Distichlis spicata,Association,Distichlis spicata Association,8111201,Distichlis spicata Association,141,10-25%,Medium,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.09,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20561,6.832550049,2.765029907,1532.982946,27646.78468
3952,4043,2019-06-22 13:00:00,-121.879732,38.088699,0,0,0,0,SIMP02,14,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20563,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20563,3.929069996,1.590039968,1175.276894,15898.32979
3953,4038,2019-06-22 00:00:00,-121.879449,38.086999,0,0,0,0,SIMP02,30,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20567,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20567,9.281669617,3.756160021,1347.585459,37556.69546
3954,4040,2019-06-22 02:02:00,-121.877832,38.086333,0,0,0,0,SIMP02,25,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20567,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20567,9.281669617,3.756160021,1347.585459,37556.69546
3955,4087,2019-06-25 13:00:00,-121.880082,38.087049,0,0,0,0,SIMP02,15,0,0,0,0,0,3960,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20567,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20567,9.281669617,3.756160021,1347.585459,37556.69546
3956,4011,2019-06-20 13:00:00,-121.880216,38.086983,0,0,0,0,SIMP02,13,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20568,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Low,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20568,2.483510017,1.00504005,1537.369382,10049.10466
3957,4022,2019-06-21 00:00:00,-121.878949,38.086333,0,0,0,0,SIMP02,32,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20568,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Low,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20568,2.483510017,1.00504005,1537.369382,10049.10466
3958,4054,2019-06-23 00:00:00,-121.878932,38.086283,0,0,0,0,SIMP02,40,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20568,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Low,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20568,2.483510017,1.00504005,1537.369382,10049.10466
3959,4130,2019-06-27 23:00:00,-121.883999,38.079149,0,0,0,0,SIMP02,26,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20581,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20581,0.391992003,0.158632994,208.751715,1586.119927
3960,4164,2019-06-30 01:00:00,-121.883299,38.080316,0,0,0,0,SIMP02,29,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20583,Lepidium latifolium,Semi-Natural Alliance,Lepidium latifolium Herbaceous Semi-Natural Alliance,7132100,Lepidium latifolium Alliance,324,10-25%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Present,Wet Meadows,HJ,Wet Meadow,WTM, , , ,52.205.00,Lepidium latifolium,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20583,3.25999999,1.319270015,1363.849846,13190.97984
3961,4723,2019-08-04 17:00:00,-121.875749,38.076866,0,0,0,0,SIMP02,38,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20595,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20595,9.71697998,3.932320118,1466.689356,39317.92592
3962,4057,2019-06-23 03:00:00,-121.873366,38.080899,0,0,0,0,SIMP02,23,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20633,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,25-50%,Not evident,<0.5m,low confidence,Photo interpretation,Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20633,4.907380104,1.985949993,850.0868869,19856.80225
3963,4201,2019-07-02 14:02:00,-121.872732,38.081716,0,0,0,0,SIMP02,29,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20633,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,25-50%,Not evident,<0.5m,low confidence,Photo interpretation,Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20633,4.907380104,1.985949993,850.0868869,19856.80225
3964,4091,2019-06-25 16:59:00,-121.884166,38.081866,0,0,0,0,SIMP02,39,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20768,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20768,7.478640079,3.026499987,3218.388763,30261.05375
3965,4147,2019-06-29 00:00:00,-121.884149,38.081866,0,0,0,0,SIMP02,35,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20768,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20768,7.478640079,3.026499987,3218.388763,30261.05375
3966,4202,2019-07-02 15:00:00,-121.882049,38.084716,0,0,0,0,SIMP02,22,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20768,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20768,7.478640079,3.026499987,3218.388763,30261.05375
3967,4080,2019-06-24 18:02:00,-121.884349,38.081699,0,0,0,0,SIMP02,23,0,0,0,0,0,4170,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20770,Rubus armeniacus - Sesbania punicea - Ficus carica,Semi-Natural Alliance,Rubus armeniacus Shrubland Semi-Natural Alliance,5121100,Rubus discolor Association,606,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , , ,63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Naturalized non-native deciduous scrub,Vancouverian Lowland Grassland and Shrubland,SUMA20770,1.667400002,0.674772024,2335.349232,6746.833319
3968,4092,2019-06-25 17:00:00,-121.884199,38.081899,0,0,0,0,SIMP02,40,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20770,Rubus armeniacus - Sesbania punicea - Ficus carica,Semi-Natural Alliance,Rubus armeniacus Shrubland Semi-Natural Alliance,5121100,Rubus discolor Association,606,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , , ,63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Naturalized non-native deciduous scrub,Vancouverian Lowland Grassland and Shrubland,SUMA20770,1.667400002,0.674772024,2335.349232,6746.833319
3969,4099,2019-06-26 00:00:00,-121.885033,38.079866,0,0,0,0,SIMP02,30,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20770,Rubus armeniacus - Sesbania punicea - Ficus carica,Semi-Natural Alliance,Rubus armeniacus Shrubland Semi-Natural Alliance,5121100,Rubus discolor Association,606,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , , ,63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Naturalized non-native deciduous scrub,Vancouverian Lowland Grassland and Shrubland,SUMA20770,1.667400002,0.674772024,2335.349232,6746.833319
3970,4101,2019-06-26 02:07:00,-121.883533,38.082766,0,0,0,0,SIMP02,24,0,0,0,0,0,4070,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20770,Rubus armeniacus - Sesbania punicea - Ficus carica,Semi-Natural Alliance,Rubus armeniacus Shrubland Semi-Natural Alliance,5121100,Rubus discolor Association,606,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , , ,63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Naturalized non-native deciduous scrub,Vancouverian Lowland Grassland and Shrubland,SUMA20770,1.667400002,0.674772024,2335.349232,6746.833319
3971,4154,2019-06-29 15:00:00,-121.883399,38.083082,0,0,0,0,SIMP02,19,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20770,Rubus armeniacus - Sesbania punicea - Ficus carica,Semi-Natural Alliance,Rubus armeniacus Shrubland Semi-Natural Alliance,5121100,Rubus discolor Association,606,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , , ,63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Naturalized non-native deciduous scrub,Vancouverian Lowland Grassland and Shrubland,SUMA20770,1.667400002,0.674772024,2335.349232,6746.833319
3972,4285,2019-07-07 18:02:00,-121.884249,38.081916,0,0,0,0,SIMP02,23,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20770,Rubus armeniacus - Sesbania punicea - Ficus carica,Semi-Natural Alliance,Rubus armeniacus Shrubland Semi-Natural Alliance,5121100,Rubus discolor Association,606,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,4,Absent,Riparian Mixed Shrub,NM,Valley Foothill Riparian,VRI, , , ,63.906.00,Rubus armeniacus – Sesbania punicea – Ficus carica,Naturalized non-native deciduous scrub,Vancouverian Lowland Grassland and Shrubland,SUMA20770,1.667400002,0.674772024,2335.349232,6746.833319
3973,3067,2019-04-08 21:00:00,-121.889533,38.114866,0,0,0,0,SIMP02,24,0,0,0,0,0,4170,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20771,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,50-75%,Medium,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20771,3.590879917,1.453179955,1987.102422,14530.13876
3974,3830,2019-06-09 00:00:00,-121.889666,38.111466,0,0,0,0,SIMP02,32,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20771,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,50-75%,Medium,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20771,3.590879917,1.453179955,1987.102422,14530.13876
3975,4392,2019-07-14 13:00:00,-121.889783,38.11155,0,0,0,0,SIMP02,14,0,0,0,0,0,4080,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,20771,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,50-75%,Medium,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA20771,3.590879917,1.453179955,1987.102422,14530.13876
3976,3532,2019-05-21 15:00:00,-121.885799,38.106483,0,0,0,0,SIMP02,19,0,0,0,0,0,4100,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21113,"Lacustrine, Estuarine", ,Open Water Mapping Unit,11,Open Water mu,11,<2%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,"Water, Bays or Estuaries","WA,W4","Lacustrine, Estuarine","LAC,EST", , , , , , , ,SUMA21113,0.525682986,0.212735996,362.7549726,2127.11248
3977,4028,2019-06-21 14:02:00,-121.881266,38.099733,0,0,0,0,SIMP02,28,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21120,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA21120,2.051019907,0.83002001,790.115851,8299.191017
3978,2845,2019-03-15 20:00:00,-121.886483,38.110166,0,0,0,0,SIMP02,18,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
